CVE	Problem 
CVE-2019-18184	CWE-78
CVE-2019-18187	CWE-22
CVE-2019-18188	CWE-434
CVE-2019-18189	CWE-22
CVE-2019-1819	CWE-22
CVE-2019-18190	CWE-476
CVE-2019-18191	CWE-459
CVE-2019-18192	CWE-732
CVE-2019-18193	CWE-532
CVE-2019-18194	NVD-CWE-noinfo
CVE-2019-18195	NVD-CWE-noinfo
CVE-2019-18196	CWE-426
CVE-2019-18197	CWE-908
CVE-2019-18197	CWE-416
CVE-2019-18198	CWE-772
CVE-2019-18199	CWE-294
CVE-2019-1820	CWE-22
CVE-2019-18200	NVD-CWE-noinfo
CVE-2019-18201	CWE-311
CVE-2019-18202	CWE-610
CVE-2019-18203	CWE-79
CVE-2019-18204	CWE-434
CVE-2019-18205	CWE-79
CVE-2019-18206	CWE-352
CVE-2019-18207	CWE-79
CVE-2019-18209	CWE-79
CVE-2019-1821	CWE-20
CVE-2019-18210	CWE-79
CVE-2019-18211	CWE-502
CVE-2019-18212	CWE-22
CVE-2019-18213	CWE-91
CVE-2019-18214	CWE-772
CVE-2019-18215	CWE-426
CVE-2019-18216	CWE-20
CVE-2019-18217	CWE-835
CVE-2019-18218	CWE-787
CVE-2019-18219	CWE-79
CVE-2019-1822	CWE-20
CVE-2019-18220	CWE-352
CVE-2019-18221	CWE-79
CVE-2019-18222	CWE-200
CVE-2019-18223	CWE-79
CVE-2019-18224	CWE-787
CVE-2019-18225	NVD-CWE-noinfo
CVE-2019-18226	CWE-294
CVE-2019-18227	CWE-611
CVE-2019-18228	CWE-20
CVE-2019-18229	CWE-89
CVE-2019-1823	CWE-20
CVE-2019-18230	CWE-306
CVE-2019-18232	CWE-59
CVE-2019-18234	CWE-89
CVE-2019-18236	CWE-119
CVE-2019-18238	CWE-312
CVE-2019-1824	CWE-89
CVE-2019-18240	CWE-787
CVE-2019-18241	CWE-326
CVE-2019-18242	NVD-CWE-noinfo
CVE-2019-18244	CWE-532
CVE-2019-18245	CWE-428
CVE-2019-18246	CWE-287
CVE-2019-18247	CWE-20
CVE-2019-18248	CWE-319
CVE-2019-18249	CWE-79
CVE-2019-1825	CWE-89
CVE-2019-18250	CWE-522
CVE-2019-18251	NVD-CWE-noinfo
CVE-2019-18252	CWE-287
CVE-2019-18253	CWE-22
CVE-2019-18254	CWE-311
CVE-2019-18256	CWE-640
CVE-2019-18257	CWE-787
CVE-2019-18259	CWE-290
CVE-2019-1826	CWE-20
CVE-2019-18261	CWE-307
CVE-2019-18263	CWE-326
CVE-2019-18267	CWE-79
CVE-2019-18269	NVD-CWE-Other
CVE-2019-1827	CWE-79
CVE-2019-18271	CWE-352
CVE-2019-18273	CWE-79
CVE-2019-18275	NVD-CWE-Other
CVE-2019-18276	CWE-273
CVE-2019-18277	CWE-444
CVE-2019-18278	NVD-CWE-noinfo
CVE-2019-18279	NVD-CWE-noinfo
CVE-2019-1828	CWE-327
CVE-2019-18280	CWE-352
CVE-2019-18281	CWE-119
CVE-2019-18282	CWE-200
CVE-2019-18283	CWE-502
CVE-2019-18284	CWE-306
CVE-2019-18285	CWE-319
CVE-2019-18286	CWE-200
CVE-2019-18287	CWE-200
CVE-2019-18288	CWE-787
CVE-2019-18288	CWE-434
CVE-2019-18289	CWE-787
CVE-2019-1829	CWE-78
CVE-2019-18290	CWE-787
CVE-2019-18291	CWE-787
CVE-2019-18292	CWE-787
CVE-2019-18293	CWE-787
CVE-2019-18294	CWE-787
CVE-2019-18295	CWE-787
CVE-2019-18296	CWE-787
CVE-2019-18297	CWE-787
CVE-2019-18298	CWE-787
CVE-2019-18298	CWE-190
CVE-2019-18299	CWE-787
CVE-2019-18299	CWE-190
CVE-2019-1830	CWE-20
CVE-2019-18300	CWE-190
CVE-2019-18301	CWE-190
CVE-2019-18302	CWE-190
CVE-2019-18303	CWE-190
CVE-2019-18304	CWE-190
CVE-2019-18305	CWE-190
CVE-2019-18306	CWE-787
CVE-2019-18306	CWE-125
CVE-2019-18307	CWE-125
CVE-2019-18308	NVD-CWE-Other
CVE-2019-18309	NVD-CWE-Other
CVE-2019-1831	CWE-20
CVE-2019-18310	CWE-787
CVE-2019-18311	CWE-306
CVE-2019-18312	CWE-287
CVE-2019-18313	CWE-434
CVE-2019-18314	CWE-287
CVE-2019-18315	CWE-287
CVE-2019-18316	CWE-502
CVE-2019-18317	CWE-287
CVE-2019-18318	CWE-287
CVE-2019-18319	CWE-287
CVE-2019-1832	CWE-693
CVE-2019-18320	CWE-434
CVE-2019-18321	CWE-287
CVE-2019-18322	CWE-287
CVE-2019-18323	CWE-787
CVE-2019-18324	CWE-787
CVE-2019-18325	CWE-787
CVE-2019-18326	CWE-787
CVE-2019-18327	CWE-787
CVE-2019-18328	CWE-787
CVE-2019-18329	CWE-787
CVE-2019-1833	CWE-693
CVE-2019-18330	CWE-787
CVE-2019-18331	CWE-200
CVE-2019-18332	CWE-200
CVE-2019-18333	CWE-200
CVE-2019-18334	CWE-200
CVE-2019-18335	CWE-200
CVE-2019-18336	CWE-400
CVE-2019-18337	CWE-287
CVE-2019-18338	CWE-22
CVE-2019-18339	CWE-306
CVE-2019-1834	CWE-20
CVE-2019-18340	CWE-327
CVE-2019-18341	CWE-287
CVE-2019-18342	CWE-20
CVE-2019-18344	CWE-89
CVE-2019-18345	CWE-79
CVE-2019-18346	CWE-352
CVE-2019-18347	CWE-79
CVE-2019-18348	CWE-74
CVE-2019-18349	NVD-CWE-noinfo
CVE-2019-1835	CWE-22
CVE-2019-18350	CWE-79
CVE-2019-18352	NVD-CWE-noinfo
CVE-2019-18355	CWE-918
CVE-2019-18356	CWE-79
CVE-2019-18357	CWE-79
CVE-2019-18359	CWE-125
CVE-2019-1836	CWE-59
CVE-2019-18360	CWE-200
CVE-2019-18361	NVD-CWE-noinfo
CVE-2019-18362	CWE-200
CVE-2019-18363	CWE-200
CVE-2019-18364	CWE-502
CVE-2019-18365	NVD-CWE-noinfo
CVE-2019-18365	CWE-269
CVE-2019-18366	CWE-276
CVE-2019-18367	CWE-276
CVE-2019-18368	NVD-CWE-noinfo
CVE-2019-18369	CWE-276
CVE-2019-1837	CWE-20
CVE-2019-18370	CWE-20
CVE-2019-18371	CWE-22
CVE-2019-18372	NVD-CWE-noinfo
CVE-2019-18373	NVD-CWE-noinfo
CVE-2019-18374	CWE-287
CVE-2019-18375	NVD-CWE-noinfo
CVE-2019-18376	CWE-311
CVE-2019-18377	NVD-CWE-noinfo
CVE-2019-18378	CWE-79
CVE-2019-18379	CWE-918
CVE-2019-1838	CWE-79
CVE-2019-18380	CWE-287
CVE-2019-18381	CWE-346
CVE-2019-18382	CWE-20
CVE-2019-18383	CWE-862
CVE-2019-18384	NVD-CWE-noinfo
CVE-2019-18385	CWE-532
CVE-2019-18386	CWE-20
CVE-2019-18387	CWE-89
CVE-2019-18388	CWE-476
CVE-2019-18389	CWE-787
CVE-2019-1839	CWE-78
CVE-2019-18390	CWE-125
CVE-2019-18391	CWE-787
CVE-2019-18393	CWE-22
CVE-2019-18394	CWE-918
CVE-2019-18396	CWE-78
CVE-2019-18397	CWE-120
CVE-2019-1840	CWE-665
CVE-2019-18408	CWE-416
CVE-2019-18409	CWE-732
CVE-2019-1841	CWE-20
CVE-2019-18411	CWE-352
CVE-2019-18412	CWE-611
CVE-2019-18413	CWE-89
CVE-2019-18413	CWE-79
CVE-2019-18414	CWE-352
CVE-2019-18415	CWE-79
CVE-2019-18416	CWE-79
CVE-2019-18417	CWE-434
CVE-2019-18418	CWE-384
CVE-2019-18419	CWE-79
CVE-2019-1842	CWE-287
CVE-2019-18420	CWE-134
CVE-2019-18421	CWE-362
CVE-2019-18422	CWE-732
CVE-2019-18423	CWE-193
CVE-2019-18424	CWE-78
CVE-2019-18425	CWE-269
CVE-2019-18426	CWE-79
CVE-2019-1843	CWE-20
CVE-2019-1844	CWE-20
CVE-2019-18446	CWE-732
CVE-2019-18447	CWE-732
CVE-2019-18448	CWE-200
CVE-2019-18449	CWE-732
CVE-2019-1845	CWE-20
CVE-2019-18450	CWE-732
CVE-2019-18451	CWE-601
CVE-2019-18452	CWE-732
CVE-2019-18453	CWE-732
CVE-2019-18454	CWE-79
CVE-2019-18455	CWE-835
CVE-2019-18456	CWE-732
CVE-2019-18457	CWE-281
CVE-2019-18458	CWE-281
CVE-2019-18459	CWE-732
CVE-2019-1846	CWE-20
CVE-2019-18460	CWE-200
CVE-2019-18461	CWE-200
CVE-2019-18462	CWE-269
CVE-2019-18463	CWE-732
CVE-2019-18464	CWE-89
CVE-2019-18465	CWE-306
CVE-2019-18466	CWE-59
CVE-2019-1848	CWE-668
CVE-2019-1849	CWE-754
CVE-2019-1850	CWE-78
CVE-2019-1851	NVD-CWE-Other
CVE-2019-1852	CWE-79
CVE-2019-1853	CWE-125
CVE-2019-1854	CWE-22
CVE-2019-1855	CWE-427
CVE-2019-1856	CWE-79
CVE-2019-18567	CWE-362
CVE-2019-18568	NVD-CWE-noinfo
CVE-2019-1857	CWE-352
CVE-2019-18571	CWE-79
CVE-2019-18572	CWE-522
CVE-2019-18573	CWE-384
CVE-2019-18574	CWE-79
CVE-2019-18575	CWE-59
CVE-2019-18575	CWE-427
CVE-2019-18576	CWE-532
CVE-2019-18577	CWE-732
CVE-2019-18578	CWE-79
CVE-2019-18579	NVD-CWE-Other
CVE-2019-1858	CWE-755
CVE-2019-18580	CWE-502
CVE-2019-18581	CWE-862
CVE-2019-18582	CWE-94
CVE-2019-18588	CWE-79
CVE-2019-1859	CWE-295
CVE-2019-1860	CWE-99
CVE-2019-18601	CWE-502
CVE-2019-18602	CWE-200
CVE-2019-18603	CWE-200
CVE-2019-18604	CWE-20
CVE-2019-18608	CWE-20
CVE-2019-18609	CWE-190
CVE-2019-1861	CWE-434
CVE-2019-18610	CWE-862
CVE-2019-18611	CWE-200
CVE-2019-18612	CWE-200
CVE-2019-18614	CWE-787
CVE-2019-18615	CWE-522
CVE-2019-18618	NVD-CWE-noinfo
CVE-2019-18619	CWE-763
CVE-2019-1862	CWE-20
CVE-2019-18622	CWE-89
CVE-2019-18623	CWE-269
CVE-2019-18624	CWE-20
CVE-2019-18625	NVD-CWE-noinfo
CVE-2019-18626	CWE-200
CVE-2019-1863	NVD-CWE-Other
CVE-2019-18631	CWE-502
CVE-2019-18632	CWE-295
CVE-2019-18633	CWE-295
CVE-2019-18634	CWE-787
CVE-2019-18635	CWE-476
CVE-2019-18636	CWE-79
CVE-2019-1864	CWE-78
CVE-2019-18641	NVD-CWE-noinfo
CVE-2019-18642	NVD-CWE-noinfo
CVE-2019-18643	CWE-434
CVE-2019-18644	CWE-367
CVE-2019-18645	CWE-59
CVE-2019-18646	CWE-89
CVE-2019-18647	CWE-77
CVE-2019-18648	CWE-79
CVE-2019-18649	CWE-79
CVE-2019-1865	CWE-78
CVE-2019-18650	CWE-352
CVE-2019-18651	CWE-352
CVE-2019-18652	CWE-79
CVE-2019-18653	CWE-79
CVE-2019-18654	CWE-79
CVE-2019-18655	CWE-787
CVE-2019-18656	CWE-79
CVE-2019-18657	CWE-74
CVE-2019-18658	CWE-59
CVE-2019-18659	CWE-327
CVE-2019-1866	CWE-345
CVE-2019-18660	CWE-200
CVE-2019-18661	CWE-287
CVE-2019-18662	CWE-89
CVE-2019-18663	CWE-89
CVE-2019-18664	CWE-79
CVE-2019-18665	CWE-22
CVE-2019-18666	CWE-862
CVE-2019-18667	CWE-79
CVE-2019-18668	CWE-20
CVE-2019-1867	CWE-287
CVE-2019-18670	CWE-426
CVE-2019-18671	CWE-787
CVE-2019-18672	CWE-354
CVE-2019-18673	CWE-200
CVE-2019-18674	CWE-862
CVE-2019-18675	CWE-190
CVE-2019-18676	CWE-787
CVE-2019-18677	CWE-352
CVE-2019-18678	CWE-444
CVE-2019-18679	CWE-200
CVE-2019-1868	NVD-CWE-Other
CVE-2019-18680	CWE-476
CVE-2019-18683	CWE-362
CVE-2019-18684	CWE-362
CVE-2019-1869	CWE-824
CVE-2019-1870	CWE-79
CVE-2019-1871	CWE-119
CVE-2019-1872	CWE-918
CVE-2019-1873	CWE-20
CVE-2019-1874	CWE-352
CVE-2019-1875	CWE-79
CVE-2019-1876	CWE-306
CVE-2019-1877	CWE-287
CVE-2019-1878	CWE-78
CVE-2019-18780	CWE-77
CVE-2019-18781	CWE-601
CVE-2019-18782	NVD-CWE-Other
CVE-2019-18784	CWE-89
CVE-2019-18785	CWE-522
CVE-2019-18786	CWE-200
CVE-2019-1879	CWE-78
CVE-2019-18790	CWE-862
CVE-2019-18791	CWE-79
CVE-2019-18792	CWE-94
CVE-2019-18793	CWE-79
CVE-2019-18794	CWE-416
CVE-2019-18795	CWE-125
CVE-2019-18796	CWE-835
CVE-2019-18797	CWE-674
CVE-2019-18798	CWE-125
CVE-2019-18799	CWE-476
CVE-2019-1880	CWE-345
CVE-2019-18800	CWE-311
CVE-2019-18800	CWE-319
CVE-2019-18801	CWE-787
CVE-2019-18802	NVD-CWE-noinfo
CVE-2019-18804	CWE-476
CVE-2019-18805	CWE-190
CVE-2019-18806	CWE-401
CVE-2019-18807	CWE-401
CVE-2019-18808	CWE-401
CVE-2019-18809	CWE-401
CVE-2019-1881	CWE-352
CVE-2019-18810	CWE-401
CVE-2019-18811	CWE-401
CVE-2019-18812	CWE-401
CVE-2019-18813	CWE-401
CVE-2019-18814	CWE-416
CVE-2019-18815	CWE-601
CVE-2019-18816	CWE-79
CVE-2019-18817	CWE-835
CVE-2019-18818	CWE-640
CVE-2019-18819	CWE-787
CVE-2019-1882	CWE-79
CVE-2019-18820	CWE-787
CVE-2019-18821	CWE-787
CVE-2019-18822	CWE-269
CVE-2019-18823	CWE-287
CVE-2019-18824	CWE-20
CVE-2019-18825	NVD-CWE-Other
CVE-2019-18826	CWE-295
CVE-2019-18827	CWE-20
CVE-2019-18828	CWE-521
CVE-2019-18829	CWE-426
CVE-2019-1883	CWE-78
CVE-2019-18830	CWE-78
CVE-2019-18831	CWE-798
CVE-2019-18832	CWE-522
CVE-2019-18833	CWE-311
CVE-2019-18834	CWE-79
CVE-2019-18835	CWE-345
CVE-2019-18836	CWE-835
CVE-2019-18837	CWE-59
CVE-2019-18838	CWE-476
CVE-2019-18839	CWE-78
CVE-2019-18839	CWE-79
CVE-2019-1884	CWE-20
CVE-2019-18840	CWE-787
CVE-2019-18841	NVD-CWE-noinfo
CVE-2019-18842	CWE-79
CVE-2019-18844	CWE-617
CVE-2019-18845	CWE-269
CVE-2019-18846	CWE-918
CVE-2019-18847	CWE-295
CVE-2019-18848	CWE-20
CVE-2019-18849	CWE-125
CVE-2019-1885	CWE-78
CVE-2019-18850	CWE-200
CVE-2019-18852	CWE-319
CVE-2019-18853	CWE-674
CVE-2019-18854	CWE-674
CVE-2019-18855	NVD-CWE-noinfo
CVE-2019-18856	CWE-732
CVE-2019-18857	CWE-79
CVE-2019-18858	CWE-120
CVE-2019-18859	CWE-79
CVE-2019-1886	CWE-295
CVE-2019-18860	CWE-74
CVE-2019-18862	NVD-CWE-noinfo
CVE-2019-18863	CWE-319
CVE-2019-18864	CWE-200
CVE-2019-18865	CWE-200
CVE-2019-18866	CWE-89
CVE-2019-18867	CWE-200
CVE-2019-18868	CWE-522
CVE-2019-18869	NVD-CWE-Other
CVE-2019-1887	CWE-787
CVE-2019-18870	CWE-22
CVE-2019-18871	CWE-22
CVE-2019-18872	CWE-521
CVE-2019-18873	CWE-78
CVE-2019-18873	CWE-79
CVE-2019-18874	CWE-415
CVE-2019-1888	CWE-434
CVE-2019-18881	CWE-79
CVE-2019-18882	CWE-79
CVE-2019-18883	CWE-79
CVE-2019-18884	CWE-352
CVE-2019-18885	CWE-476
CVE-2019-18886	CWE-200
CVE-2019-18887	CWE-203
CVE-2019-18888	CWE-20
CVE-2019-18889	CWE-94
CVE-2019-1889	CWE-20
CVE-2019-18890	CWE-89
CVE-2019-18893	CWE-79
CVE-2019-18894	CWE-78
CVE-2019-18895	CWE-276
CVE-2019-18897	CWE-59
CVE-2019-18897	CWE-59
CVE-2019-18898	CWE-59
CVE-2019-18898	CWE-59
CVE-2019-18899	CWE-269
CVE-2019-1890	NVD-CWE-Other
CVE-2019-18900	CWE-276
CVE-2019-18901	CWE-59
CVE-2019-18901	CWE-59
CVE-2019-18902	CWE-416
CVE-2019-18903	CWE-416
CVE-2019-18904	CWE-400
CVE-2019-18905	CWE-345
CVE-2019-18909	CWE-20
CVE-2019-1891	CWE-20
CVE-2019-18910	CWE-20
CVE-2019-18913	NVD-CWE-noinfo
CVE-2019-18915	CWE-20
CVE-2019-18917	CWE-307
CVE-2019-1892	CWE-119
CVE-2019-18922	CWE-22
CVE-2019-18923	CWE-79
CVE-2019-18924	CWE-22
CVE-2019-18925	CWE-306
CVE-2019-18926	CWE-79
CVE-2019-18928	NVD-CWE-noinfo
CVE-2019-18929	CWE-787
CVE-2019-1893	CWE-78
CVE-2019-18930	CWE-787
CVE-2019-18931	CWE-120
CVE-2019-18932	CWE-269
CVE-2019-18933	NVD-CWE-noinfo
CVE-2019-18934	CWE-20
CVE-2019-18935	CWE-502
CVE-2019-18936	CWE-674
CVE-2019-18937	CWE-20
CVE-2019-18938	CWE-20
CVE-2019-18939	CWE-20
CVE-2019-1894	CWE-20
CVE-2019-18948	CWE-20
CVE-2019-18949	CWE-20
CVE-2019-1895	CWE-306
CVE-2019-18951	CWE-22
CVE-2019-18952	CWE-434
CVE-2019-18954	CWE-668
CVE-2019-18955	CWE-79
CVE-2019-18956	CWE-502
CVE-2019-18957	CWE-79
CVE-2019-18958	CWE-20
CVE-2019-1896	CWE-78
CVE-2019-18960	CWE-120
CVE-2019-1897	CWE-306
CVE-2019-18976	CWE-476
CVE-2019-18978	CWE-22
CVE-2019-18979	NVD-CWE-noinfo
CVE-2019-1898	CWE-425
CVE-2019-18980	CWE-311
CVE-2019-18980	CWE-306
CVE-2019-18981	NVD-CWE-noinfo
CVE-2019-18981	CWE-838
CVE-2019-18982	CWE-79
CVE-2019-18985	CWE-307
CVE-2019-18986	CWE-307
CVE-2019-18987	CWE-200
CVE-2019-18988	CWE-521
CVE-2019-18989	CWE-287
CVE-2019-1899	CWE-425
CVE-2019-18990	CWE-287
CVE-2019-18991	CWE-287
CVE-2019-18992	CWE-79
CVE-2019-18993	CWE-79
CVE-2019-18994	CWE-20
CVE-2019-18995	CWE-20
CVE-2019-18996	CWE-426
CVE-2019-18997	NVD-CWE-noinfo
CVE-2019-18998	CWE-639
CVE-2019-1900	CWE-476
CVE-2019-19000	CWE-200
CVE-2019-19001	CWE-1021
CVE-2019-19002	CWE-79
CVE-2019-19003	CWE-79
CVE-2019-19006	CWE-287
CVE-2019-19007	CWE-200
CVE-2019-1901	CWE-119
CVE-2019-19010	CWE-94
CVE-2019-19011	CWE-476
CVE-2019-19012	CWE-190
CVE-2019-19012	CWE-125
CVE-2019-19013	CWE-352
CVE-2019-19014	CWE-269
CVE-2019-19015	CWE-668
CVE-2019-19016	CWE-89
CVE-2019-19017	CWE-798
CVE-2019-19017	CWE-362
CVE-2019-19018	CWE-200
CVE-2019-19019	CWE-346
CVE-2019-19020	CWE-434
CVE-2019-19021	CWE-798
CVE-2019-19022	CWE-200
CVE-2019-19023	NVD-CWE-noinfo
CVE-2019-19025	CWE-352
CVE-2019-19026	CWE-89
CVE-2019-19029	CWE-89
CVE-2019-1903	CWE-611
CVE-2019-19031	CWE-91
CVE-2019-19032	CWE-91
CVE-2019-19033	CWE-798
CVE-2019-19034	CWE-78
CVE-2019-19035	CWE-125
CVE-2019-19036	CWE-476
CVE-2019-19037	CWE-476
CVE-2019-19039	CWE-200
CVE-2019-1904	CWE-352
CVE-2019-19040	CWE-79
CVE-2019-19041	CWE-78
CVE-2019-19043	CWE-401
CVE-2019-19044	CWE-401
CVE-2019-19045	CWE-401
CVE-2019-19046	CWE-401
CVE-2019-19047	CWE-401
CVE-2019-19048	CWE-401
CVE-2019-19049	CWE-401
CVE-2019-1905	CWE-20
CVE-2019-19050	CWE-401
CVE-2019-19051	CWE-401
CVE-2019-19052	CWE-401
CVE-2019-19053	CWE-401
CVE-2019-19054	CWE-401
CVE-2019-19055	CWE-401
CVE-2019-19056	CWE-401
CVE-2019-19057	CWE-401
CVE-2019-19058	CWE-401
CVE-2019-19059	CWE-401
CVE-2019-1906	CWE-20
CVE-2019-19060	CWE-401
CVE-2019-19061	CWE-401
CVE-2019-19062	CWE-401
CVE-2019-19063	CWE-401
CVE-2019-19064	CWE-401
CVE-2019-19065	CWE-401
CVE-2019-19066	CWE-401
CVE-2019-19067	CWE-401
CVE-2019-19068	CWE-401
CVE-2019-19069	CWE-401
CVE-2019-1907	NVD-CWE-Other
CVE-2019-19070	CWE-401
CVE-2019-19071	CWE-401
CVE-2019-19072	CWE-401
CVE-2019-19073	CWE-401
CVE-2019-19074	CWE-401
CVE-2019-19075	CWE-401
CVE-2019-19076	CWE-401
CVE-2019-19077	CWE-401
CVE-2019-19078	CWE-401
CVE-2019-19079	CWE-401
CVE-2019-1908	NVD-CWE-noinfo
CVE-2019-19080	CWE-401
CVE-2019-19081	CWE-401
CVE-2019-19082	CWE-401
CVE-2019-19083	CWE-401
CVE-2019-19084	CWE-434
CVE-2019-19085	CWE-79
CVE-2019-19086	CWE-732
CVE-2019-19087	CWE-732
CVE-2019-19088	CWE-22
CVE-2019-19089	CWE-436
CVE-2019-19089	CWE-94
CVE-2019-1909	CWE-20
CVE-2019-19090	CWE-311
CVE-2019-19091	CWE-200
CVE-2019-19092	CWE-306
CVE-2019-19093	CWE-521
CVE-2019-19094	CWE-89
CVE-2019-19095	CWE-79
CVE-2019-19096	CWE-522
CVE-2019-19097	CWE-326
CVE-2019-1910	CWE-20
CVE-2019-19100	CWE-269
CVE-2019-19101	CWE-326
CVE-2019-19102	CWE-22
CVE-2019-19104	CWE-287
CVE-2019-19105	CWE-522
CVE-2019-19106	CWE-269
CVE-2019-19107	CWE-522
CVE-2019-19108	CWE-798
CVE-2019-19109	CWE-352
CVE-2019-1911	CWE-216
CVE-2019-19110	CWE-79
CVE-2019-19111	CWE-79
CVE-2019-19112	CWE-79
CVE-2019-19113	CWE-89
CVE-2019-19115	CWE-427
CVE-2019-19117	CWE-78
CVE-2019-19118	CWE-276
CVE-2019-19119	CWE-269
CVE-2019-1912	CWE-863
CVE-2019-19126	CWE-200
CVE-2019-19127	CWE-319
CVE-2019-19129	CWE-79
CVE-2019-1913	CWE-119
CVE-2019-19133	CWE-79
CVE-2019-19134	CWE-79
CVE-2019-19135	CWE-522
CVE-2019-1914	CWE-20
CVE-2019-19141	CWE-434
CVE-2019-19142	CWE-306
CVE-2019-19143	CWE-306
CVE-2019-19148	CWE-78
CVE-2019-1915	CWE-352
CVE-2019-19150	CWE-532
CVE-2019-19151	CWE-269
CVE-2019-19160	CWE-345
CVE-2019-19161	CWE-426
CVE-2019-19162	CWE-416
CVE-2019-19163	CWE-20
CVE-2019-19164	CWE-20
CVE-2019-19165	CWE-494
CVE-2019-19166	NVD-CWE-noinfo
CVE-2019-19167	NVD-CWE-noinfo
CVE-2019-19168	NVD-CWE-noinfo
CVE-2019-19169	NVD-CWE-noinfo
CVE-2019-1917	CWE-287
CVE-2019-1918	CWE-682
CVE-2019-1919	CWE-798
CVE-2019-19191	CWE-59
CVE-2019-19192	CWE-20
CVE-2019-19193	NVD-CWE-noinfo
CVE-2019-19194	NVD-CWE-noinfo
CVE-2019-19195	NVD-CWE-noinfo
CVE-2019-19196	CWE-120
CVE-2019-19197	CWE-732
CVE-2019-19198	CWE-79
CVE-2019-19199	CWE-613
CVE-2019-1920	NVD-CWE-Other
CVE-2019-19200	CWE-863
CVE-2019-19202	CWE-276
CVE-2019-19203	CWE-125
CVE-2019-19204	CWE-125
CVE-2019-19206	CWE-79
CVE-2019-19207	CWE-89
CVE-2019-19208	CWE-94
CVE-2019-19209	CWE-89
CVE-2019-1921	CWE-20
CVE-2019-19210	CWE-79
CVE-2019-19211	CWE-79
CVE-2019-19212	CWE-79
CVE-2019-19215	CWE-120
CVE-2019-19216	CWE-732
CVE-2019-19217	CWE-78
CVE-2019-19218	CWE-522
CVE-2019-19219	NVD-CWE-noinfo
CVE-2019-1922	CWE-476
CVE-2019-19220	CWE-78
CVE-2019-19221	CWE-125
CVE-2019-19222	CWE-79
CVE-2019-19223	CWE-79
CVE-2019-19223	CWE-444
CVE-2019-19224	CWE-306
CVE-2019-19225	CWE-306
CVE-2019-19226	CWE-306
CVE-2019-19227	CWE-476
CVE-2019-19228	CWE-312
CVE-2019-19229	CWE-22
CVE-2019-1923	CWE-20
CVE-2019-19230	CWE-502
CVE-2019-19231	NVD-CWE-Other
CVE-2019-19232	NVD-CWE-noinfo
CVE-2019-19234	NVD-CWE-noinfo
CVE-2019-19235	CWE-20
CVE-2019-1924	CWE-119
CVE-2019-19240	CWE-787
CVE-2019-19240	CWE-908
CVE-2019-19241	NVD-CWE-noinfo
CVE-2019-19242	CWE-476
CVE-2019-19244	NVD-CWE-noinfo
CVE-2019-19245	CWE-89
CVE-2019-19246	CWE-125
CVE-2019-19247	NVD-CWE-noinfo
CVE-2019-19248	NVD-CWE-noinfo
CVE-2019-19249	CWE-20
CVE-2019-1925	CWE-119
CVE-2019-19250	CWE-89
CVE-2019-19251	CWE-1188
CVE-2019-19251	CWE-319
CVE-2019-19252	CWE-125
CVE-2019-19254	CWE-200
CVE-2019-19255	NVD-CWE-noinfo
CVE-2019-19256	CWE-200
CVE-2019-19257	CWE-200
CVE-2019-19258	CWE-200
CVE-2019-19259	CWE-639
CVE-2019-1926	CWE-119
CVE-2019-19260	NVD-CWE-noinfo
CVE-2019-19261	CWE-918
CVE-2019-19262	CWE-732
CVE-2019-19263	CWE-732
CVE-2019-19264	CWE-200
CVE-2019-19265	CWE-79
CVE-2019-19266	CWE-79
CVE-2019-19269	CWE-476
CVE-2019-1927	CWE-119
CVE-2019-19270	CWE-295
CVE-2019-19271	CWE-295
CVE-2019-19272	CWE-476
CVE-2019-19273	CWE-787
CVE-2019-19274	CWE-125
CVE-2019-19275	CWE-125
CVE-2019-19277	CWE-20
CVE-2019-19278	CWE-20
CVE-2019-19279	CWE-20
CVE-2019-1928	CWE-119
CVE-2019-19281	CWE-400
CVE-2019-19282	NVD-CWE-noinfo
CVE-2019-19283	CWE-200
CVE-2019-19283	CWE-200
CVE-2019-19284	CWE-79
CVE-2019-19285	CWE-80
CVE-2019-19286	CWE-89
CVE-2019-19287	CWE-23
CVE-2019-19288	CWE-79
CVE-2019-19289	CWE-352
CVE-2019-1929	CWE-119
CVE-2019-19290	CWE-22
CVE-2019-19291	CWE-312
CVE-2019-19292	CWE-89
CVE-2019-19293	CWE-79
CVE-2019-19294	CWE-79
CVE-2019-19295	NVD-CWE-Other
CVE-2019-19296	CWE-22
CVE-2019-19297	CWE-22
CVE-2019-19298	CWE-20
CVE-2019-19299	CWE-326
CVE-2019-1930	CWE-79
CVE-2019-19300	CWE-400
CVE-2019-19301	NVD-CWE-Other
CVE-2019-19306	CWE-79
CVE-2019-19307	CWE-787
CVE-2019-19307	CWE-190
CVE-2019-19307	CWE-125
CVE-2019-19307	CWE-835
CVE-2019-19308	CWE-476
CVE-2019-19309	CWE-200
CVE-2019-1931	CWE-79
CVE-2019-19310	CWE-522
CVE-2019-19311	CWE-79
CVE-2019-19312	CWE-200
CVE-2019-19313	CWE-20
CVE-2019-19314	CWE-312
CVE-2019-19315	CWE-732
CVE-2019-19316	CWE-327
CVE-2019-19317	CWE-681
CVE-2019-19318	CWE-416
CVE-2019-19319	CWE-787
CVE-2019-19319	CWE-416
CVE-2019-1932	CWE-345
CVE-2019-19324	CWE-670
CVE-2019-19325	CWE-79
CVE-2019-19326	CWE-444
CVE-2019-19327	CWE-79
